Id,rating
803059,4
803060,4
803061,4
803062,4
803063,4
803064,4
803065,1
803066,4
803067,4
803068,4
803069,4
803070,4
803071,1
803072,4
803073,4
803074,4
803075,4
803076,4
803077,1
803078,4
803079,4
803080,4
803081,1
803082,4
803083,4
803084,4
803085,4
803086,4
803087,4
803088,4
803089,4
803090,4
803091,4
803092,4
803093,4
803094,4
803095,4
803096,4
803097,4
803098,4
803099,4
803100,4
803101,4
803102,4
803103,1
803104,1
803105,4
803106,4
803107,4
803108,4
803109,4
803110,4
803111,4
803112,4
803113,4
803114,4
803115,4
803116,4
803117,4
803118,4
803119,4
803120,1
803121,4
803122,4
803123,4
803124,4
803125,3
803126,4
803127,4
803128,4
803129,4
803130,4
803131,4
803132,4
803133,4
803134,4
803135,4
803136,4
803137,4
803138,1
803139,4
803140,4
803141,5
803142,4
803143,4
803144,4
803145,4
803146,4
803147,4
803148,4
803149,5
803150,4
803151,5
803152,4
803153,4
803154,4
803155,4
803156,4
803157,5
803158,4
803159,1
803160,4
803161,4
803162,4
803163,4
803164,4
803165,4
803166,4
803167,4
803168,4
803169,4
803170,4
803171,1
803172,1
803173,4
803174,4
803175,5
803176,4
803177,4
803178,4
803179,4
803180,1
803181,4
803182,4
803183,1
803184,4
803185,4
803186,4
803187,4
803188,5
803189,5
803190,1
803191,4
803192,4
803193,4
803194,4
803195,4
803196,4
803197,4
803198,4
803199,4
803200,4
803201,1
803202,4
803203,4
803204,4
803205,4
803206,4
803207,4
803208,1
803209,4
803210,4
803211,4
803212,1
803213,4
803214,4
803215,4
803216,1
803217,4
803218,4
803219,4
803220,4
803221,4
803222,4
803223,4
803224,4
803225,4
803226,4
803227,4
803228,4
803229,4
803230,4
803231,4
803232,4
803233,4
803234,4
803235,1
803236,4
803237,1
803238,4
803239,4
803240,4
803241,4
803242,4
803243,1
803244,4
803245,4
803246,4
803247,4
803248,4
803249,4
803250,4
803251,4
803252,4
803253,1
803254,4
803255,4
803256,4
803257,4
803258,4
803259,4
803260,4
803261,4
803262,4
803263,4
803264,4
803265,4
803266,4
803267,4
803268,4
803269,4
803270,4
803271,4
803272,1
803273,4
803274,4
803275,4
803276,4
803277,4
803278,4
803279,4
803280,4
803281,1
803282,4
803283,4
803284,4
803285,1
803286,4
803287,4
803288,4
803289,4
803290,4
803291,4
803292,4
803293,1
803294,4
803295,4
803296,4
803297,4
803298,4
803299,4
803300,5
803301,5
803302,5
803303,4
803304,4
803305,4
803306,4
803307,5
803308,4
803309,4
803310,5
803311,1
803312,5
803313,4
803314,4
803315,4
803316,4
803317,4
803318,4
803319,5
803320,1
803321,4
803322,1
803323,4
803324,4
803325,4
803326,5
803327,4
803328,5
803329,4
803330,4
803331,5
803332,4
803333,4
803334,4
803335,4
803336,4
803337,1
803338,4
803339,4
803340,4
803341,4
803342,4
803343,4
803344,1
803345,4
803346,4
803347,4
803348,4
803349,4
803350,1
803351,4
803352,4
803353,4
803354,1
803355,4
803356,4
803357,4
803358,1
803359,4
803360,4
803361,4
803362,5
803363,1
803364,1
803365,4
803366,5
803367,5
803368,4
803369,4
803370,4
803371,4
803372,4
803373,5
803374,4
803375,1
803376,4
803377,1
803378,4
803379,1
803380,4
803381,4
803382,4
803383,4
803384,4
803385,5
803386,4
803387,4
803388,1
803389,1
803390,4
803391,4
803392,4
803393,4
803394,4
803395,4
803396,4
803397,5
803398,5
803399,5
803400,4
803401,4
803402,1
803403,4
803404,4
803405,4
803406,4
803407,4
803408,1
803409,1
803410,1
803411,5
803412,4
803413,4
803414,4
803415,4
803416,4
803417,4
803418,1
803419,4
803420,4
803421,4
803422,4
803423,1
803424,4
803425,4
803426,4
803427,1
803428,4
803429,4
803430,1
803431,4
803432,5
803433,4
803434,4
803435,4
803436,4
803437,4
803438,4
803439,4
803440,1
803441,4
803442,4
803443,4
803444,4
803445,4
803446,4
803447,4
803448,4
803449,4
803450,5
803451,4
803452,4
803453,4
803454,4
803455,4
803456,4
803457,5
803458,1
803459,4
803460,4
803461,4
803462,4
803463,4
803464,4
803465,5
803466,4
803467,5
803468,4
803469,4
803470,4
803471,4
803472,4
803473,1
803474,4
803475,4
803476,4
803477,4
803478,4
803479,4
803480,4
803481,4
803482,4
803483,4
803484,1
803485,4
803486,4
803487,4
803488,4
803489,4
803490,4
803491,1
803492,4
803493,4
803494,1
803495,4
803496,4
803497,4
803498,1
803499,4
803500,1
803501,4
803502,4
803503,4
803504,1
803505,1
803506,5
803507,4
803508,4
803509,1
803510,1
803511,4
803512,4
803513,4
803514,1
803515,4
803516,4
803517,5
803518,4
803519,4
803520,4
803521,4
803522,4
803523,4
803524,4
803525,4
803526,4
803527,4
803528,4
803529,4
803530,4
803531,4
803532,1
803533,5
803534,4
803535,4
803536,4
803537,4
803538,5
803539,4
803540,4
803541,4
803542,4
803543,4
803544,4
803545,4
803546,4
803547,4
803548,4
803549,4
803550,4
803551,4
803552,4
803553,4
803554,4
803555,1
803556,4
803557,4
803558,4
803559,1
803560,4
803561,4
803562,1
803563,1
803564,4
803565,4
803566,4
803567,4
803568,4
803569,4
803570,5
803571,4
803572,4
803573,4
803574,4
803575,4
803576,4
803577,4
803578,4
803579,4
803580,1
803581,4
803582,4
803583,4
803584,4
803585,4
803586,4
803587,4
803588,4
803589,4
803590,4
803591,4
803592,4
803593,4
803594,1
803595,4
803596,4
803597,4
803598,4
803599,4
803600,4
803601,4
803602,4
803603,4
803604,4
803605,4
803606,4
803607,4
803608,4
803609,4
803610,4
803611,1
803612,4
803613,4
803614,4
803615,4
803616,4
803617,5
803618,4
803619,4
803620,5
803621,4
803622,4
803623,1
803624,4
803625,4
803626,4
803627,4
803628,4
803629,4
803630,4
803631,4
803632,4
803633,4
803634,4
803635,4
803636,4
803637,4
803638,4
803639,4
803640,4
803641,4
803642,4
803643,4
803644,4
803645,4
803646,4
803647,4
803648,4
803649,1
803650,4
803651,4
803652,4
803653,4
803654,4
803655,5
803656,4
803657,4
803658,4
803659,5
803660,1
803661,4
803662,4
803663,4
803664,4
803665,4
803666,4
803667,5
803668,5
803669,4
803670,5
803671,4
803672,4
803673,1
803674,4
803675,4
803676,1
803677,4
803678,4
803679,3
803680,3
803681,3
803682,4
803683,3
803684,3
803685,4
803686,4
803687,4
803688,3
803689,3
803690,3
803691,4
803692,4
803693,3
803694,1
803695,3
803696,3
803697,1
803698,4
803699,4
803700,4
803701,4
803702,3
803703,4
803704,4
803705,3
803706,4
803707,3
803708,4
803709,4
803710,4
803711,1
803712,4
803713,4
803714,4
803715,3
803716,3
803717,3
803718,1
803719,1
803720,3
803721,1
803722,4
803723,1
803724,4
803725,4
803726,4
803727,4
803728,4
803729,4
803730,4
803731,3
803732,4
803733,4
803734,4
803735,4
803736,4
803737,4
803738,4
803739,5
803740,4
803741,3
803742,4
803743,5
803744,4
803745,5
803746,4
803747,1
803748,4
803749,4
803750,4
803751,1
803752,4
803753,4
803754,4
803755,4
803756,4
803757,1
803758,4
803759,3
803760,1
803761,4
803762,1
803763,4
803764,4
803765,4
803766,4
803767,4
803768,4
803769,4
803770,4
803771,4
803772,4
803773,4
803774,4
803775,4
803776,4
803777,4
803778,4
803779,4
803780,1
803781,4
803782,4
803783,4
803784,4
803785,4
803786,4
803787,4
803788,4
803789,4
803790,4
803791,4
803792,4
803793,4
803794,4
803795,4
803796,4
803797,4
803798,4
803799,4
803800,4
803801,4
803802,4
803803,4
803804,4
803805,1
803806,5
803807,5
803808,4
803809,4
803810,4
803811,4
803812,4
803813,4
803814,5
803815,4
803816,4
803817,4
803818,4
803819,4
803820,4
803821,1
803822,5
803823,1
803824,4
803825,1
803826,3
803827,3
803828,3
803829,4
803830,3
803831,3
803832,1
803833,4
803834,4
803835,4
803836,5
803837,4
803838,4
803839,5
803840,1
803841,4
803842,4
803843,4
803844,4
803845,4
803846,4
803847,4
803848,1
803849,4
803850,4
803851,4
803852,4
803853,4
803854,4
803855,4
803856,1
803857,4
803858,1
803859,1
803860,4
803861,4
803862,4
803863,4
803864,4
803865,1
803866,4
803867,5
803868,4
803869,4
803870,4
803871,4
803872,4
803873,4
803874,4
803875,4
803876,1
803877,4
803878,1
803879,4
803880,4
803881,1
803882,4
803883,4
803884,4
803885,4
803886,4
803887,1
803888,4
803889,1
803890,5
803891,4
803892,4
803893,4
803894,4
803895,4
803896,4
803897,1
803898,4
803899,4
803900,4
803901,4
803902,1
803903,5
803904,4
803905,1
803906,4
803907,4
803908,5
803909,4
803910,4
803911,4
803912,4
803913,5
803914,4
803915,4
803916,4
803917,4
803918,4
803919,5
803920,4
803921,4
803922,4
803923,4
803924,4
803925,4
803926,4
803927,4
803928,4
803929,1
803930,4
803931,4
803932,4
803933,4
803934,1
803935,4
803936,4
803937,4
803938,4
803939,4
803940,4
803941,4
803942,4
803943,1
803944,1
803945,5
803946,4
803947,4
803948,4
803949,4
803950,4
803951,4
803952,4
803953,4
803954,4
803955,4
803956,5
803957,4
803958,4
803959,4
803960,4
803961,4
803962,4
803963,4
803964,4
803965,4
803966,4
803967,4
803968,4
803969,4
803970,4
803971,4
803972,4
803973,4
803974,4
803975,4
803976,4
803977,1
803978,4
803979,4
803980,4
803981,4
803982,4
803983,4
803984,4
803985,5
803986,4
803987,4
803988,4
803989,4
803990,4
803991,1
803992,4
803993,4
803994,4
803995,4
803996,4
803997,1
803998,4
803999,4
804000,4
804001,1
804002,4
804003,4
804004,4
804005,4
804006,4
804007,1
804008,4
804009,4
804010,4
804011,4
804012,4
804013,4
804014,4
804015,4
804016,4
804017,5
804018,3
804019,4
804020,4
804021,4
804022,4
804023,4
804024,1
804025,4
804026,4
804027,4
804028,4
804029,4
804030,4
804031,4
804032,4
804033,4
804034,4
804035,4
804036,4
804037,1
804038,5
804039,4
804040,4
804041,4
804042,4
804043,4
804044,4
804045,4
804046,1
804047,4
804048,5
804049,4
804050,4
804051,4
804052,4
804053,4
804054,4
804055,1
804056,4
804057,4
804058,1
804059,4
804060,3
804061,4
804062,4
804063,4
804064,4
804065,4
804066,4
804067,4
804068,4
804069,4
804070,4
804071,4
804072,4
804073,5
804074,4
804075,4
804076,4
804077,4
804078,4
804079,3
804080,4
804081,4
804082,1
804083,5
804084,5
804085,4
804086,1
804087,4
804088,4
804089,3
804090,4
804091,4
804092,4
804093,4
804094,4
804095,4
804096,4
804097,4
804098,1
804099,4
804100,5
804101,4
804102,4
804103,4
804104,4
804105,4
804106,4
804107,4
804108,4
804109,4
804110,4
804111,4
804112,1
804113,4
804114,4
804115,4
804116,3
804117,1
804118,4
804119,4
804120,4
804121,4
804122,4
804123,4
804124,4
804125,3
804126,1
804127,4
804128,1
804129,4
804130,4
804131,4
804132,1
804133,4
804134,1
804135,5
804136,4
804137,3
804138,4
804139,4
804140,4
804141,1
804142,4
804143,1
804144,4
804145,4
804146,4
804147,4
804148,4
804149,4
804150,5
804151,5
804152,4
804153,4
804154,4
804155,4
804156,4
804157,4
804158,4
804159,4
804160,1
804161,4
804162,4
804163,4
804164,4
804165,4
804166,4
804167,1
804168,4
804169,4
804170,4
804171,3
804172,3
804173,1
804174,4
804175,3
804176,3
804177,4
804178,3
804179,3
804180,3
804181,4
804182,3
804183,4
804184,4
804185,5
804186,4
804187,4
804188,4
804189,4
804190,4
804191,4
804192,4
804193,4
804194,4
804195,1
804196,4
804197,4
804198,4
804199,4
804200,5
804201,1
804202,4
804203,4
804204,4
804205,4
804206,1
804207,4
804208,4
804209,4
804210,4
804211,5
804212,4
804213,1
804214,4
804215,4
804216,4
804217,5
804218,4
804219,4
804220,1
804221,4
804222,4
804223,4
804224,4
804225,5
804226,4
804227,4
804228,4
804229,4
804230,4
804231,4
804232,4
804233,4
804234,4
804235,4
804236,4
804237,4
804238,4
804239,4
804240,3
804241,4
804242,4
804243,1
804244,4
804245,4
804246,4
804247,4
804248,5
804249,4
804250,4
804251,4
804252,4
804253,5
804254,1
804255,4
804256,4
804257,4
804258,4
804259,1
804260,1
804261,4
804262,4
804263,4
804264,4
804265,4
804266,4
804267,4
804268,4
804269,4
804270,1
804271,4
804272,5
804273,5
804274,5
804275,5
804276,5
804277,4
804278,4
804279,4
804280,5
804281,4
804282,5
804283,4
804284,4
804285,4
804286,4
804287,4
804288,4
804289,5
804290,1
804291,4
804292,1
804293,5
804294,1
804295,4
804296,4
804297,1
804298,4
804299,5
804300,4
804301,5
804302,4
804303,4
804304,5
804305,1
804306,4
804307,4
804308,5
804309,5
804310,5
804311,5
804312,4
804313,4
804314,4
804315,4
804316,4
804317,4
804318,4
804319,4
804320,4
804321,4
804322,4
804323,4
804324,4
804325,4
804326,4
804327,4
804328,4
804329,4
804330,4
804331,4
804332,1
804333,4
804334,4
804335,1
804336,4
804337,4
804338,5
804339,4
804340,4
804341,5
804342,1
804343,1
804344,4
804345,4
804346,4
804347,4
804348,4
804349,4
804350,1
804351,4
804352,1
804353,4
804354,4
804355,5
804356,4
804357,1
804358,1
804359,4
804360,4
804361,4
804362,5
804363,4
804364,5
804365,5
804366,4
804367,4
804368,1
804369,4
804370,5
804371,4
804372,4
804373,4
804374,4
804375,4
804376,4
804377,5
804378,4
804379,4
804380,4
804381,4
804382,5
804383,4
804384,1
804385,1
804386,4
804387,4
804388,1
804389,5
804390,4
804391,4
804392,5
804393,1
804394,4
804395,4
804396,5
804397,1
804398,4
804399,5
804400,4
804401,5
804402,5
804403,4
804404,4
804405,4
804406,1
804407,4
804408,4
804409,4
804410,1
804411,4
804412,5
804413,4
804414,1
804415,5
804416,4
804417,4
804418,4
804419,4
804420,5
804421,5
804422,4
804423,4
804424,5
804425,5
804426,4
804427,4
804428,5
804429,4
804430,4
804431,4
804432,4
804433,4
804434,5
804435,4
804436,4
804437,4
804438,4
804439,4
804440,4
804441,4
804442,4
804443,4
804444,4
804445,4
804446,4
804447,4
804448,4
804449,4
804450,1
804451,4
804452,1
804453,4
804454,4
804455,4
804456,4
804457,4
804458,1
804459,4
804460,4
804461,4
804462,5
804463,1
804464,4
804465,4
804466,4
804467,4
804468,4
804469,4
804470,4
804471,4
804472,4
804473,4
804474,4
804475,4
804476,4
804477,1
804478,4
804479,4
804480,4
804481,4
804482,4
804483,3
804484,3
804485,5
804486,1
804487,1
804488,4
804489,4
804490,4
804491,5
804492,5
804493,4
804494,5
804495,4
804496,4
804497,4
804498,5
804499,4
804500,4
804501,4
804502,4
804503,4
804504,4
804505,4
804506,1
804507,4
804508,4
804509,4
804510,4
804511,4
804512,4
804513,4
804514,4
804515,4
804516,4
804517,4
804518,4
804519,4
804520,4
804521,4
804522,4
804523,4
804524,1
804525,4
804526,4
804527,4
804528,4
804529,4
804530,4
804531,4
804532,4
804533,4
804534,4
804535,4
804536,4
804537,4
804538,4
804539,4
804540,4
804541,4
804542,4
804543,1
804544,4
804545,4
804546,4
804547,4
804548,4
804549,1
804550,4
804551,4
804552,4
804553,4
804554,4
804555,4
804556,4
804557,4
804558,4
804559,4
804560,4
804561,4
804562,4
804563,1
804564,4
804565,4
804566,1
804567,1
804568,4
804569,4
804570,4
804571,4
804572,1
804573,4
804574,1
804575,4
804576,4
804577,1
804578,4
804579,4
804580,4
804581,4
804582,4
804583,4
804584,4
804585,4
804586,4
804587,4
804588,4
804589,4
804590,4
804591,4
804592,4
804593,4
804594,1
804595,4
804596,1
804597,1
804598,4
804599,4
804600,1
804601,4
804602,4
804603,4
804604,4
804605,4
804606,1
804607,4
804608,4
804609,4
804610,1
804611,4
804612,1
804613,4
804614,4
804615,4
804616,4
804617,4
804618,4
804619,4
804620,4
804621,4
804622,4
804623,4
804624,4
804625,4
804626,5
804627,4
804628,4
804629,4
804630,5
804631,4
804632,4
804633,4
804634,4
804635,5
804636,5
804637,5
804638,4
804639,1
804640,4
804641,4
804642,4
804643,4
804644,4
804645,4
804646,4
804647,1
804648,4
804649,4
804650,4
804651,4
804652,1
804653,4
804654,4
804655,4
804656,4
804657,4
804658,4
804659,4
804660,4
804661,4
804662,4
804663,4
804664,4
804665,4
804666,4
804667,5
804668,4
804669,4
804670,4
804671,4
804672,4
804673,1
804674,4
804675,4
804676,4
804677,4
804678,1
804679,4
804680,4
804681,4
804682,1
804683,4
804684,4
804685,4
804686,4
804687,4
804688,4
804689,4
804690,4
804691,5
804692,4
804693,1
804694,4
804695,4
804696,4
804697,4
804698,4
804699,4
804700,4
804701,1
804702,4
804703,4
804704,4
804705,4
804706,4
804707,4
804708,5
804709,4
804710,4
804711,4
804712,4
804713,4
804714,4
804715,4
804716,5
804717,1
804718,4
804719,5
804720,5
804721,4
804722,5
804723,5
804724,4
804725,4
804726,4
804727,4
804728,4
804729,4
804730,4
804731,4
804732,4
804733,4
804734,4
804735,4
804736,4
804737,4
804738,4
804739,4
804740,1
804741,4
804742,4
804743,4
804744,4
804745,4
804746,4
804747,4
804748,4
804749,1
804750,4
804751,4
804752,4
804753,4
804754,4
804755,4
804756,4
804757,4
804758,4
804759,4
804760,4
804761,1
804762,4
804763,5
804764,4
804765,4
804766,4
804767,4
804768,4
804769,5
804770,4
804771,1
804772,4
804773,1
804774,4
804775,4
804776,4
804777,4
804778,4
804779,4
804780,1
804781,5
804782,4
804783,1
804784,4
804785,5
804786,4
804787,4
804788,4
804789,4
804790,4
804791,4
804792,4
804793,4
804794,4
804795,4
804796,4
804797,4
804798,1
804799,4
804800,5
804801,4
804802,4
804803,4
804804,4
804805,4
804806,4
804807,4
804808,4
804809,4
804810,4
804811,4
804812,4
804813,4
804814,5
804815,4
804816,4
804817,4
804818,4
804819,4
804820,4
804821,4
804822,4
804823,4
804824,4
804825,4
804826,4
804827,4
804828,4
804829,4
804830,4
804831,4
804832,4
804833,4
804834,4
804835,4
804836,4
804837,4
804838,4
804839,4
804840,1
804841,4
804842,4
804843,4
804844,4
804845,4
804846,4
804847,4
804848,4
804849,4
804850,4
804851,4
804852,4
804853,4
804854,4
804855,4
804856,4
804857,1
804858,4
804859,4
804860,4
804861,4
804862,4
804863,4
804864,4
804865,4
804866,4
804867,4
804868,5
804869,4
804870,4
804871,4
804872,4
804873,1
804874,4
804875,4
804876,4
804877,4
804878,4
804879,4
804880,5
804881,1
804882,4
804883,4
804884,4
804885,4
804886,4
804887,4
804888,4
804889,4
804890,4
804891,4
804892,1
804893,1
804894,4
804895,4
804896,4
804897,4
804898,4
804899,4
804900,4
804901,4
804902,4
804903,4
804904,4
804905,3
804906,1
804907,4
804908,4
804909,4
804910,1
804911,4
804912,4
804913,4
804914,4
804915,4
804916,5
804917,4
804918,1
804919,4
804920,4
804921,4
804922,4
804923,4
804924,4
804925,4
804926,5
804927,5
804928,1
804929,5
804930,1
804931,4
804932,4
804933,4
804934,1
804935,4
804936,4
804937,1
804938,4
804939,5
804940,4
804941,4
804942,4
804943,1
804944,4
804945,1
804946,4
804947,4
804948,1
804949,1
804950,4
804951,4
804952,4
804953,4
804954,1
804955,4
804956,4
804957,1
804958,4
804959,1
804960,4
804961,4
804962,4
804963,4
804964,4
804965,4
804966,1
804967,1
804968,4
804969,4
804970,4
804971,1
804972,4
804973,4
804974,4
804975,4
804976,1
804977,4
804978,4
804979,4
804980,4
804981,4
804982,4
804983,4
804984,4
804985,1
804986,4
804987,5
804988,4
804989,4
804990,4
804991,1
804992,4
804993,1
804994,4
804995,4
804996,4
804997,1
804998,4
804999,4
805000,1
805001,1
805002,4
805003,3
805004,4
805005,4
805006,4
805007,4
805008,1
805009,4
805010,4
805011,4
805012,4
805013,4
805014,4
805015,4
805016,4
805017,1
805018,4
805019,4
805020,4
805021,4
805022,4
805023,4
805024,4
805025,4
805026,4
805027,4
805028,4
805029,4
805030,4
805031,1
805032,4
805033,4
805034,4
805035,4
805036,4
805037,4
805038,4
805039,4
805040,4
805041,5
805042,5
805043,4
805044,5
805045,4
805046,5
805047,5
805048,4
805049,5
805050,4
805051,5
805052,5
805053,5
805054,4
805055,5
805056,4
805057,5
805058,4
805059,5
805060,4
805061,4
805062,5
805063,4
805064,5
805065,5
805066,4
805067,5
805068,1
805069,4
805070,5
805071,5
805072,4
805073,5
805074,5
805075,4
805076,4
805077,4
805078,4
805079,5
805080,4
805081,1
805082,4
805083,4
805084,4
805085,4
805086,1
805087,1
805088,1
805089,4
805090,4
805091,5
805092,4
805093,4
805094,4
805095,4
805096,4
805097,4
805098,4
805099,4
805100,4
805101,4
805102,4
805103,4
805104,4
805105,4
805106,4
805107,4
805108,4
805109,4
805110,5
805111,4
805112,4
805113,4
805114,4
805115,4
805116,4
805117,4
805118,4
805119,4
805120,1
805121,4
805122,5
805123,1
805124,4
805125,4
805126,4
805127,4
805128,4
805129,4
805130,4
805131,4
805132,4
805133,4
805134,4
805135,1
805136,1
805137,4
805138,1
805139,5
805140,4
805141,4
805142,1
805143,3
805144,5
805145,4
805146,4
805147,4
805148,5
805149,1
805150,3
805151,3
805152,3
805153,4
805154,3
805155,3
805156,4
805157,4
805158,4
805159,4
805160,4
805161,4
805162,4
805163,4
805164,4
805165,4
805166,1
805167,4
805168,4
805169,1
805170,4
805171,1
805172,1
805173,4
805174,4
805175,4
805176,4
805177,4
805178,4
805179,3
805180,4
805181,4
805182,4
805183,4
805184,4
805185,1
805186,4
805187,4
805188,4
805189,4
805190,4
805191,4
805192,4
805193,4
805194,1
805195,4
805196,4
805197,4
805198,4
805199,4
805200,1
805201,4
805202,4
805203,4
805204,4
805205,4
805206,4
805207,4
805208,4
805209,4
805210,1
805211,1
805212,5
805213,4
805214,1
805215,4
805216,4
805217,1
805218,4
805219,4
805220,5
805221,5
805222,5
805223,4
805224,5
805225,5
805226,1
805227,4
805228,4
805229,4
805230,4
805231,5
805232,1
805233,4
805234,4
805235,1
805236,4
805237,4
805238,4
805239,4
805240,4
805241,4
805242,4
805243,4
805244,4
805245,4
805246,1
805247,5
805248,4
805249,4
805250,5
805251,5
805252,4
805253,1
805254,4
805255,4
805256,1
805257,4
805258,4
805259,4
805260,4
805261,4
805262,4
805263,4
805264,4
805265,4
805266,5
805267,4
805268,4
805269,1
805270,4
805271,1
805272,4
805273,4
805274,4
805275,4
805276,4
805277,4
805278,4
805279,4
805280,4
805281,4
805282,4
805283,4
805284,4
805285,4
805286,4
805287,4
805288,4
805289,4
805290,4
805291,5
805292,4
805293,4
805294,5
805295,4
805296,4
805297,4
805298,5
805299,1
805300,5
805301,5
805302,4
805303,4
805304,1
805305,4
805306,4
805307,4
805308,4
805309,4
805310,4
805311,4
805312,4
805313,4
805314,4
805315,4
805316,4
805317,4
805318,4
805319,4
805320,4
805321,4
805322,4
805323,4
805324,4
805325,5
805326,4
805327,4
805328,4
805329,4
805330,5
805331,5
805332,4
805333,5
805334,4
805335,3
805336,4
805337,4
805338,4
805339,1
805340,4
805341,4
805342,1
805343,4
805344,4
805345,4
805346,1
805347,4
805348,4
805349,1
